Puzzle,Model,Time,Correct
..........2...953.....8521..6..4....1.2....4...529.3...........8....3.74...6...51,Constraint Programming Solver,14.2388ms,true
..........2...953.....8521..6..4....1.2....4...529.3...........8....3.74...6...51,"Stochastic (T=10000, cooling=0.999)",3.7592092s,true
..........2..684...35.2..8.7.851....9.1...8.7....879.5.7..5.26...387..9..........,Brute Force Solver,6.7412684s,true
..........2..684...35.2..8.7.851....9.1...8.7....879.5.7..5.26...387..9..........,Rule Based Solver,2.5356ms,true
..........2..684...35.2..8.7.851....9.1...8.7....879.5.7..5.26...387..9..........,Constraint Programming Solver,26.4256ms,true
..........2..684...35.2..8.7.851....9.1...8.7....879.5.7..5.26...387..9..........,"Stochastic (T=10000, cooling=0.999)",5.7648785s,true
..........2..7.18.9.8....56..5.31.9.1..2.9..8.7.54.3..78....4.9.43.9..1..........,Brute Force Solver,141.0103ms,true
..........2..7.18.9.8....56..5.31.9.1..2.9..8.7.54.3..78....4.9.43.9..1..........,Rule Based Solver,4.5619ms,true
..........2..7.18.9.8....56..5.31.9.1..2.9..8.7.54.3..78....4.9.43.9..1..........,Constraint Programming Solver,17.9491ms,true
..........2..7.18.9.8....56..5.31.9.1..2.9..8.7.54.3..78....4.9.43.9..1..........,"Stochastic (T=10000, cooling=0.999)",3.1441101s,true
..........23..148.8...356......6..19..2......98..2......574...1.472..85..........,Brute Force Solver,160.5698ms,true
..........23..148.8...356......6..19..2......98..2......574...1.472..85..........,Rule Based Solver,2.5681ms,true
..........23..148.8...356......6..19..2......98..2......574...1.472..85..........,Constraint Programming Solver,14.0935ms,true
..........23..148.8...356......6..19..2......98..2......574...1.472..85..........,"Stochastic (T=10000, cooling=0.999)",2.94005s,true
..........23.9....65....7.158.......13.....527...2.6.....5.......47..18.....1.4..,Brute Force Solver,154.1325ms,true
..........23.9....65....7.158.......13.....527...2.6.....5.......47..18.....1.4..,Rule Based Solver,2.5714ms,true
..........23.9....65....7.158.......13.....527...2.6.....5.......47..18.....1.4..,Constraint Programming Solver,13.9378ms,true
..........23.9....65....7.158.......13.....527...2.6.....5.......47..18.....1.4..,"Stochastic (T=10000, cooling=0.999)",6.1128203s,true
..........24..7.9.96......4....7..23..7..3....82..4............7...16.5.4.8.5.7.2,Brute Force Solver,149.5618ms,true
..........24..7.9.96......4....7..23..7..3....82..4............7...16.5.4.8.5.7.2,Rule Based Solver,4.7527ms,true
..........24..7.9.96......4....7..23..7..3....82..4............7...16.5.4.8.5.7.2,Constraint Programming Solver,15.6507ms,true
..........24..7.9.96......4....7..23..7..3....82..4............7...16.5.4.8.5.7.2,"Stochastic (T=10000, cooling=0.999)",2.6042252s,true
..........27...49.5..19..7...4.....2..2..3516.512.........6...3...5.......594....,Brute Force Solver,157.4728ms,true
..........27...49.5..19..7...4.....2..2..3516.512.........6...3...5.......594....,Rule Based Solver,4.8938ms,true
..........27...49.5..19..7...4.....2..2..3516.512.........6...3...5.......594....,Constraint Programming Solver,16.31ms,true
..........27...49.5..19..7...4.....2..2..3516.512.........6...3...5.......594....,"Stochastic (T=10000, cooling=0.999)",6.9475381s,true
..........27...96.1.8..4..............6...39..4.1.9..2.....54..4..3...1..1..78.36,Brute Force Solver,326.3636798s,true
..........27...96.1.8..4..............6...39..4.1.9..2.....54..4..3...1..1..78.36,Rule Based Solver,2.4738ms,true
..........27...96.1.8..4..............6...39..4.1.9..2.....54..4..3...1..1..78.36,Constraint Programming Solver,44.4027ms,true
..........27...96.1.8..4..............6...39..4.1.9..2.....54..4..3...1..1..78.36,"Stochastic (T=10000, cooling=0.999)",6.7440477s,true
..........3...956..596.43.8..23...5.3...4...2.71..69..5.34.219..849...3..........,Brute Force Solver,133.2314ms,true
..........3...956..596.43.8..23...5.3...4...2.71..69..5.34.219..849...3..........,Rule Based Solver,6.4389ms,true
..........3...956..596.43.8..23...5.3...4...2.71..69..5.34.219..849...3..........,Constraint Programming Solver,13.799ms,true
..........3...956..596.43.8..23...5.3...4...2.71..69..5.34.219..849...3..........,"Stochastic (T=10000, cooling=0.999)",6.9141438s,true
..........3..4.1...7..5..4...79..3.8...5..9..31...8...9....3...8.........64..18.3,Brute Force Solver,156.1023ms,true
..........3..4.1...7..5..4...79..3.8...5..9..31...8...9....3...8.........64..18.3,Rule Based Solver,2.6344ms,true
..........3..4.1...7..5..4...79..3.8...5..9..31...8...9....3...8.........64..18.3,Constraint Programming Solver,14.3059ms,true
..........3..4.1...7..5..4...79..3.8...5..9..31...8...9....3...8.........64..18.3,"Stochastic (T=10000, cooling=0.999)",5.8090508s,true
..........31..8.4.2..615.8........3...5.83.2...8...7.1.............34..954.9....7,Brute Force Solver,149.8682ms,true
..........31..8.4.2..615.8........3...5.83.2...8...7.1.............34..954.9....7,Rule Based Solver,5.471ms,true
..........31..8.4.2..615.8........3...5.83.2...8...7.1.............34..954.9....7,Constraint Programming Solver,14.4097ms,true
..........31..8.4.2..615.8........3...5.83.2...8...7.1.............34..954.9....7,"Stochastic (T=10000, cooling=0.999)",3.474036s,true
..........316...8.4.2..19.5.....7..91.....8...5..8.7.......4.97....2....6...35..1,Brute Force Solver,153.8593ms,true
..........316...8.4.2..19.5.....7..91.....8...5..8.7.......4.97....2....6...35..1,Rule Based Solver,2.7717ms,true
..........316...8.4.2..19.5.....7..91.....8...5..8.7.......4.97....2....6...35..1,Constraint Programming Solver,14.0468ms,true
..........316...8.4.2..19.5.....7..91.....8...5..8.7.......4.97....2....6...35..1,"Stochastic (T=10000, cooling=0.999)",5.1908992s,true
..........361....2.41.56..8.....84.....79.6..9.4....15.....7..9.........5.2....4.,Brute Force Solver,153.4981ms,true
..........361....2.41.56..8.....84.....79.6..9.4....15.....7..9.........5.2....4.,Rule Based Solver,2.5343ms,true
..........361....2.41.56..8.....84.....79.6..9.4....15.....7..9.........5.2....4.,Constraint Programming Solver,13.8952ms,true
..........361....2.41.56..8.....84.....79.6..9.4....15.....7..9.........5.2....4.,"Stochastic (T=10000, cooling=0.999)",5.5606621s,true
..........4..38..5.9..54.71.623..........583...8...1..7......4...92....66....9...,Brute Force Solver,148.1039ms,true
..........4..38..5.9..54.71.623..........583...8...1..7......4...92....66....9...,Rule Based Solver,6.9392ms,true
..........4..38..5.9..54.71.623..........583...8...1..7......4...92....66....9...,Constraint Programming Solver,14.1696ms,true
..........4..38..5.9..54.71.623..........583...8...1..7......4...92....66....9...,"Stochastic (T=10000, cooling=0.999)",3.2221774s,true
..........42..9.8.93.6....2.8.54....52.....18....86.9.1....7.64.6.1..52..........,Brute Force Solver,5.3052258s,true
..........42..9.8.93.6....2.8.54....52.....18....86.9.1....7.64.6.1..52..........,Rule Based Solver,2.7534ms,true
..........42..9.8.93.6....2.8.54....52.....18....86.9.1....7.64.6.1..52..........,Constraint Programming Solver,33.5405ms,true
..........42..9.8.93.6....2.8.54....52.....18....86.9.1....7.64.6.1..52..........,"Stochastic (T=10000, cooling=0.999)",4.273323s,true
..........49...3......94.8.........2.3...7.....81...7.6....58..41.3..6...5..4.123,Brute Force Solver,384.9844ms,true
..........49...3......94.8.........2.3...7.....81...7.6....58..41.3..6...5..4.123,Rule Based Solver,4.3239ms,true
..........49...3......94.8.........2.3...7.....81...7.6....58..41.3..6...5..4.123,Constraint Programming Solver,23.6278ms,true
..........49...3......94.8.........2.3...7.....81...7.6....58..41.3..6...5..4.123,"Stochastic (T=10000, cooling=0.999)",2.6840606s,true
..........5.....38...7956........9..278.....1...2.8.6..........58..1..2...7536...,Brute Force Solver,157.3319ms,true
..........5.....38...7956........9..278.....1...2.8.6..........58..1..2...7536...,Rule Based Solver,2.7125ms,true
..........5.....38...7956........9..278.....1...2.8.6..........58..1..2...7536...,Constraint Programming Solver,14.7641ms,true
..........5.....38...7956........9..278.....1...2.8.6..........58..1..2...7536...,"Stochastic (T=10000, cooling=0.999)",4.1513004s,true
..........5....9...8...7.56......4..72.3...8..6.7.4..54.39..8...76.2...1....3....,Brute Force Solver,149.0296ms,true
..........5....9...8...7.56......4..72.3...8..6.7.4..54.39..8...76.2...1....3....,Rule Based Solver,2.4803ms,true
..........5....9...8...7.56......4..72.3...8..6.7.4..54.39..8...76.2...1....3....,Constraint Programming Solver,15.1789ms,true
..........5....9...8...7.56......4..72.3...8..6.7.4..54.39..8...76.2...1....3....,"Stochastic (T=10000, cooling=0.999)",5.9958304s,true
..........5..9.......1.7.8.4..2.....13...8..56.......37....184..9..6......2..3.7.,Brute Force Solver,164.1081ms,true
..........5..9.......1.7.8.4..2.....13...8..56.......37....184..9..6......2..3.7.,Rule Based Solver,2.5285ms,true
..........5..9.......1.7.8.4..2.....13...8..56.......37....184..9..6......2..3.7.,Constraint Programming Solver,14.4542ms,true
..........5..9.......1.7.8.4..2.....13...8..56.......37....184..9..6......2..3.7.,"Stochastic (T=10000, cooling=0.999)",3.2939177s,true
..........56..8.....3..7.61............259...7.8...9.2....9..1...7...8.9.32..57..,Brute Force Solver,153.6304ms,true
..........56..8.....3..7.61............259...7.8...9.2....9..1...7...8.9.32..57..,Rule Based Solver,4.1753ms,true
..........56..8.....3..7.61............259...7.8...9.2....9..1...7...8.9.32..57..,Constraint Programming Solver,14.7036ms,true
..........56..8.....3..7.61............259...7.8...9.2....9..1...7...8.9.32..57..,"Stochastic (T=10000, cooling=0.999)",4.4403294s,true
..........57.8.......13..6.6.8..2.4.....5.7...4..7..9..927.1.....6..4.........28.,Brute Force Solver,153.1114ms,true
..........57.8.......13..6.6.8..2.4.....5.7...4..7..9..927.1.....6..4.........28.,Rule Based Solver,2.5439ms,true
..........57.8.......13..6.6.8..2.4.....5.7...4..7..9..927.1.....6..4.........28.,Constraint Programming Solver,13.8087ms,true
..........57.8.......13..6.6.8..2.4.....5.7...4..7..9..927.1.....6..4.........28.,"Stochastic (T=10000, cooling=0.999)",3.3085483s,true
..........581...261247.....46.2..7......4......2..6.59.....537134...186..........,Brute Force Solver,139.3753ms,true
..........581...261247.....46.2..7......4......2..6.59.....537134...186..........,Rule Based Solver,7.2316ms,true
..........581...261247.....46.2..7......4......2..6.59.....537134...186..........,Constraint Programming Solver,13.8697ms,true
..........581...261247.....46.2..7......4......2..6.59.....537134...186..........,"Stochastic (T=10000, cooling=0.999)",7.8172541s,true
..........6.....3..918....4...............263.249.35.1..8........9.1...7...48735.,Brute Force Solver,151.1894ms,true
..........6.....3..918....4...............263.249.35.1..8........9.1...7...48735.,Rule Based Solver,5.0445ms,true
..........6.....3..918....4...............263.249.35.1..8........9.1...7...48735.,Constraint Programming Solver,14.6742ms,true
..........6.....3..918....4...............263.249.35.1..8........9.1...7...48735.,"Stochastic (T=10000, cooling=0.999)",3.4778808s,true
..........6....9..3...18.2...5..2.....6.7.4..2..3..671....9...7.531....6.2...7...,Brute Force Solver,154.4402ms,true
..........6....9..3...18.2...5..2.....6.7.4..2..3..671....9...7.531....6.2...7...,Rule Based Solver,2.5017ms,true
..........6....9..3...18.2...5..2.....6.7.4..2..3..671....9...7.531....6.2...7...,Constraint Programming Solver,14.0778ms,true
..........6....9..3...18.2...5..2.....6.7.4..2..3..671....9...7.531....6.2...7...,"Stochastic (T=10000, cooling=0.999)",4.3509779s,true
..........6...3.41.7...6.....51......4....8.78......39....9.28..9.32.......78.4..,Brute Force Solver,152.3419ms,true
..........6...3.41.7...6.....51......4....8.78......39....9.28..9.32.......78.4..,Rule Based Solver,5.0081ms,true
..........6...3.41.7...6.....51......4....8.78......39....9.28..9.32.......78.4..,Constraint Programming Solver,14.5862ms,true
..........6...3.41.7...6.....51......4....8.78......39....9.28..9.32.......78.4..,"Stochastic (T=10000, cooling=0.999)",2.4339778s,true
..........65..8.1....395.28.........237.......5.9.1...5..........2.74.....86..4.7,Brute Force Solver,1.2575895s,true
..........65..8.1....395.28.........237.......5.9.1...5..........2.74.....86..4.7,Rule Based Solver,2.6842ms,true
..........65..8.1....395.28.........237.......5.9.1...5..........2.74.....86..4.7,Constraint Programming Solver,20.2934ms,true
..........65..8.1....395.28.........237.......5.9.1...5..........2.74.....86..4.7,"Stochastic (T=10000, cooling=0.999)",3.9498081s,true
..........67.3..413...51........43.....96...5.42..7..8.7......42........9...8.1.3,Brute Force Solver,154.9608ms,true
..........67.3..413...51........43.....96...5.42..7..8.7......42........9...8.1.3,Rule Based Solver,2.7804ms,true
..........67.3..413...51........43.....96...5.42..7..8.7......42........9...8.1.3,Constraint Programming Solver,13.8088ms,true
..........67.3..413...51........43.....96...5.42..7..8.7......42........9...8.1.3,"Stochastic (T=10000, cooling=0.999)",5.2720529s,true
..........7.....8.4..5....3.....9....1...7.56..8..2139..6.....1.87....2.9.....3.5,Brute Force Solver,163.2653ms,true
..........7.....8.4..5....3.....9....1...7.56..8..2139..6.....1.87....2.9.....3.5,Rule Based Solver,2.7784ms,true
..........7.....8.4..5....3.....9....1...7.56..8..2139..6.....1.87....2.9.....3.5,Constraint Programming Solver,14.249ms,true
..........7.....8.4..5....3.....9....1...7.56..8..2139..6.....1.87....2.9.....3.5,"Stochastic (T=10000, cooling=0.999)",5.0610125s,true
..........7....5.685.19...............9....435.3..1.8.........2.42.736....8.19..4,Brute Force Solver,150.6936ms,true
..........7....5.685.19...............9....435.3..1.8.........2.42.736....8.19..4,Rule Based Solver,2.7917ms,true
..........7....5.685.19...............9....435.3..1.8.........2.42.736....8.19..4,Constraint Programming Solver,14.0705ms,true
..........7....5.685.19...............9....435.3..1.8.........2.42.736....8.19..4,"Stochastic (T=10000, cooling=0.999)",6.6823157s,true
..........7...2..8.9.5..361..8.....2....59..4.37..4.9.1............4........16589,Brute Force Solver,158.0232ms,true
..........7...2..8.9.5..361..8.....2....59..4.37..4.9.1............4........16589,Rule Based Solver,2.5304ms,true
..........7...2..8.9.5..361..8.....2....59..4.37..4.9.1............4........16589,Constraint Programming Solver,14.3988ms,true
..........7...2..8.9.5..361..8.....2....59..4.37..4.9.1............4........16589,"Stochastic (T=10000, cooling=0.999)",3.9815816s,true
..........7...5..312..9..5......3......18..9.392.74........2...831.....5.5...8.7.,Brute Force Solver,153.311ms,true
..........7...5..312..9..5......3......18..9.392.74........2...831.....5.5...8.7.,Rule Based Solver,2.4981ms,true
..........7...5..312..9..5......3......18..9.392.74........2...831.....5.5...8.7.,Constraint Programming Solver,15.3859ms,true
..........7...5..312..9..5......3......18..9.392.74........2...831.....5.5...8.7.,"Stochastic (T=10000, cooling=0.999)",4.174084s,true
..........7..8.5.48.14....263.1..2...4.2.5.3...9..3.655....98.7..3.1..5..........,Brute Force Solver,10.6158567s,true
..........7..8.5.48.14....263.1..2...4.2.5.3...9..3.655....98.7..3.1..5..........,Rule Based Solver,2.4893ms,true
..........7..8.5.48.14....263.1..2...4.2.5.3...9..3.655....98.7..3.1..5..........,Constraint Programming Solver,25.0679ms,true
..........7..8.5.48.14....263.1..2...4.2.5.3...9..3.655....98.7..3.1..5..........,"Stochastic (T=10000, cooling=0.999)",11.8148334s,true
..........7.1.9..8.1.3.467.............4.7.89.3.5.......8.....3..463......691.5..,Brute Force Solver,148.4844ms,true
..........7.1.9..8.1.3.467.............4.7.89.3.5.......8.....3..463......691.5..,Rule Based Solver,5.0343ms,true
..........7.1.9..8.1.3.467.............4.7.89.3.5.......8.....3..463......691.5..,Constraint Programming Solver,14.7037ms,true
..........7.1.9..8.1.3.467.............4.7.89.3.5.......8.....3..463......691.5..,"Stochastic (T=10000, cooling=0.999)",4.9505642s,true
..........7.64...3.149..5..7..5.8..9..2...7..3..7.4..5..7..169.4...63.8..........,Brute Force Solver,144.7766ms,true
..........7.64...3.149..5..7..5.8..9..2...7..3..7.4..5..7..169.4...63.8..........,Rule Based Solver,2.6047ms,true
..........7.64...3.149..5..7..5.8..9..2...7..3..7.4..5..7..169.4...63.8..........,Constraint Programming Solver,14.1239ms,true
..........7.64...3.149..5..7..5.8..9..2...7..3..7.4..5..7..169.4...63.8..........,"Stochastic (T=10000, cooling=0.999)",6.6904019s,true
..........71..298....4...31....1.....9...7..6....8.3....2..3...64..7.2.5....5..4.,Brute Force Solver,151.9438ms,true
..........71..298....4...31....1.....9...7..6....8.3....2..3...64..7.2.5....5..4.,Rule Based Solver,2.5545ms,true
..........71..298....4...31....1.....9...7..6....8.3....2..3...64..7.2.5....5..4.,Constraint Programming Solver,13.9161ms,true
..........71..298....4...31....1.....9...7..6....8.3....2..3...64..7.2.5....5..4.,"Stochastic (T=10000, cooling=0.999)",2.3710477s,true
..........72..1..9..5..3627...6......9......421..98..6.........32........89..534.,Brute Force Solver,148.9819ms,true
..........72..1..9..5..3627...6......9......421..98..6.........32........89..534.,Rule Based Solver,2.5682ms,true
..........72..1..9..5..3627...6......9......421..98..6.........32........89..534.,Constraint Programming Solver,14.359ms,true
..........72..1..9..5..3627...6......9......421..98..6.........32........89..534.,"Stochastic (T=10000, cooling=0.999)",6.5281581s,true
..........7895....5.346.9.7.....7..4.978..26.4..5.....9.6.425.1....9542..........,Brute Force Solver,140.1591ms,true
..........7895....5.346.9.7.....7..4.978..26.4..5.....9.6.425.1....9542..........,Rule Based Solver,3.6728ms,true
..........7895....5.346.9.7.....7..4.978..26.4..5.....9.6.425.1....9542..........,Constraint Programming Solver,14.9155ms,true
..........7895....5.346.9.7.....7..4.978..26.4..5.....9.6.425.1....9542..........,"Stochastic (T=10000, cooling=0.999)",2.4979913s,true
..........8...92...3...8.79...6..........7985....85..1........6..25...4.3..4..82.,Brute Force Solver,155.2149ms,true
..........8...92...3...8.79...6..........7985....85..1........6..25...4.3..4..82.,Rule Based Solver,2.7701ms,true
..........8...92...3...8.79...6..........7985....85..1........6..25...4.3..4..82.,Constraint Programming Solver,13.9936ms,true
..........8...92...3...8.79...6..........7985....85..1........6..25...4.3..4..82.,"Stochastic (T=10000, cooling=0.999)",2.9243926s,true
..........8..4.93.2....6.71..8.61.9..7.....5..5.49.2..61.9....3.34.8..6..........,Brute Force Solver,744.8315ms,true
..........8..4.93.2....6.71..8.61.9..7.....5..5.49.2..61.9....3.34.8..6..........,Rule Based Solver,2.4892ms,true
..........8..4.93.2....6.71..8.61.9..7.....5..5.49.2..61.9....3.34.8..6..........,Constraint Programming Solver,26.4837ms,true
..........8..4.93.2....6.71..8.61.9..7.....5..5.49.2..61.9....3.34.8..6..........,"Stochastic (T=10000, cooling=0.999)",4.2833818s,true
..........8.1.6.3.3..2...17..3..52.4.6.4.2......68....7..9..54...6....2..9....7..,Brute Force Solver,151.1224ms,true
..........8.1.6.3.3..2...17..3..52.4.6.4.2......68....7..9..54...6....2..9....7..,Rule Based Solver,2.5252ms,true
..........8.1.6.3.3..2...17..3..52.4.6.4.2......68....7..9..54...6....2..9....7..,Constraint Programming Solver,13.9892ms,true
..........8.1.6.3.3..2...17..3..52.4.6.4.2......68....7..9..54...6....2..9....7..,"Stochastic (T=10000, cooling=0.999)",3.1864737s,true
..........8.4...2.243.798.................296..2345.8.....5...1.5....9..8....7.6.,Brute Force Solver,150.2881ms,true
..........8.4...2.243.798.................296..2345.8.....5...1.5....9..8....7.6.,Rule Based Solver,2.5349ms,true
..........8.4...2.243.798.................296..2345.8.....5...1.5....9..8....7.6.,Constraint Programming Solver,14.1545ms,true
..........8.4...2.243.798.................296..2345.8.....5...1.5....9..8....7.6.,"Stochastic (T=10000, cooling=0.999)",3.0059194s,true
..........8.5....9.7186...4...............9.52..384.....4........6..9.58.1.753.9.,Brute Force Solver,153.4725ms,true
..........8.5....9.7186...4...............9.52..384.....4........6..9.58.1.753.9.,Rule Based Solver,2.6731ms,true
..........8.5....9.7186...4...............9.52..384.....4........6..9.58.1.753.9.,Constraint Programming Solver,13.9955ms,true
..........8.5....9.7186...4...............9.52..384.....4........6..9.58.1.753.9.,"Stochastic (T=10000, cooling=0.999)",4.5676019s,true
..........8.9....2.67.45...........5....74......82.931...........5461...1...9.8.3,Brute Force Solver,156.1149ms,true
..........8.9....2.67.45...........5....74......82.931...........5461...1...9.8.3,Rule Based Solver,4.1292ms,true
..........8.9....2.67.45...........5....74......82.931...........5461...1...9.8.3,Constraint Programming Solver,14.6003ms,true
..........8.9....2.67.45...........5....74......82.931...........5461...1...9.8.3,"Stochastic (T=10000, cooling=0.999)",3.3868975s,true
..........847...2...2.5.793....8......6..2..5.43..12.......9......6..4...5..1..89,Brute Force Solver,40.9214558s,true
..........847...2...2.5.793....8......6..2..5.43..12.......9......6..4...5..1..89,Rule Based Solver,4.5651ms,true
..........847...2...2.5.793....8......6..2..5.43..12.......9......6..4...5..1..89,Constraint Programming Solver,33.6586ms,true
..........847...2...2.5.793....8......6..2..5.43..12.......9......6..4...5..1..89,"Stochastic (T=10000, cooling=0.999)",3.6469598s,true
..........9..1..5....92673.........86.4..2...28.6..3...........4.8.....29...34.71,Brute Force Solver,149.6281ms,true
..........9..1..5....92673.........86.4..2...28.6..3...........4.8.....29...34.71,Rule Based Solver,2.5649ms,true
..........9..1..5....92673.........86.4..2...28.6..3...........4.8.....29...34.71,Constraint Programming Solver,13.8748ms,true
..........9..1..5....92673.........86.4..2...28.6..3...........4.8.....29...34.71,"Stochastic (T=10000, cooling=0.999)",7.5047059s,true
..........9..4.6.285.....93..........2..8...7.3..6481...........6..13..85.9....7.,Brute Force Solver,9.3294486s,true
..........9..4.6.285.....93..........2..8...7.3..6481...........6..13..85.9....7.,Rule Based Solver,5.0273ms,true
..........9..4.6.285.....93..........2..8...7.3..6481...........6..13..85.9....7.,Constraint Programming Solver,38.1723ms,true
..........9..4.6.285.....93..........2..8...7.3..6481...........6..13..85.9....7.,"Stochastic (T=10000, cooling=0.999)",3.7340094s,true
..........9..475....7.2...3.23.....4...28.1.6.....5.329.5..1.....2.........7...81,Brute Force Solver,153.3528ms,true
..........9..475....7.2...3.23.....4...28.1.6.....5.329.5..1.....2.........7...81,Rule Based Solver,4.8157ms,true
..........9..475....7.2...3.23.....4...28.1.6.....5.329.5..1.....2.........7...81,Constraint Programming Solver,14.8704ms,true
..........9..475....7.2...3.23.....4...28.1.6.....5.329.5..1.....2.........7...81,"Stochastic (T=10000, cooling=0.999)",2.4706309s,true
..........9.4....3.852..7.4...8...5....627.1...8.9.2...5..48..6..1...5..7........,Brute Force Solver,155.3667ms,true
..........9.4....3.852..7.4...8...5....627.1...8.9.2...5..48..6..1...5..7........,Rule Based Solver,2.6533ms,true
..........9.4....3.852..7.4...8...5....627.1...8.9.2...5..48..6..1...5..7........,Constraint Programming Solver,14.1724ms,true
..........9.4....3.852..7.4...8...5....627.1...8.9.2...5..48..6..1...5..7........,"Stochastic (T=10000, cooling=0.999)",5.6430258s,true
..........98...15...5.9234............9.4...2.63...81...........3.....9..4..79.38,Brute Force Solver,152.7ms,true
..........98...15...5.9234............9.4...2.63...81...........3.....9..4..79.38,Rule Based Solver,2.5452ms,true
..........98...15...5.9234............9.4...2.63...81...........3.....9..4..79.38,Constraint Programming Solver,14.3521ms,true
..........98...15...5.9234............9.4...2.63...81...........3.....9..4..79.38,"Stochastic (T=10000, cooling=0.999)",3.2031029s,true
..........9831...71......8..5..3.7......5.69..6.7...2..376....1..1...85......2...,Brute Force Solver,155.3632ms,true
..........9831...71......8..5..3.7......5.69..6.7...2..376....1..1...85......2...,Rule Based Solver,2.6644ms,true
..........9831...71......8..5..3.7......5.69..6.7...2..376....1..1...85......2...,Constraint Programming Solver,14.0495ms,true
..........9831...71......8..5..3.7......5.69..6.7...2..376....1..1...85......2...,"Stochastic (T=10000, cooling=0.999)",4.5868363s,true
.........1....8.9..42.67..8......7...7.5...462...41..3.....2.1..........63.....84,Brute Force Solver,156.0948ms,true
.........1....8.9..42.67..8......7...7.5...462...41..3.....2.1..........63.....84,Rule Based Solver,2.7308ms,true
.........1....8.9..42.67..8......7...7.5...462...41..3.....2.1..........63.....84,Constraint Programming Solver,14.1047ms,true
.........1....8.9..42.67..8......7...7.5...462...41..3.....2.1..........63.....84,"Stochastic (T=10000, cooling=0.999)",4.0782312s,true
.........1...8.3.545...3..9...9.5.28.6...2.......6.....9.8.1.....5....7..2.7...6.,Brute Force Solver,152.468ms,true
.........1...8.3.545...3..9...9.5.28.6...2.......6.....9.8.1.....5....7..2.7...6.,Rule Based Solver,4.9106ms,true
.........1...8.3.545...3..9...9.5.28.6...2.......6.....9.8.1.....5....7..2.7...6.,Constraint Programming Solver,15.1414ms,true
.........1...8.3.545...3..9...9.5.28.6...2.......6.....9.8.1.....5....7..2.7...6.,"Stochastic (T=10000, cooling=0.999)",2.8959986s,true
.........1..35.....2..7.84...1..6...6....82...481....7...4...2.....3.6...96....75,Brute Force Solver,150.9778ms,true
.........1..35.....2..7.84...1..6...6....82...481....7...4...2.....3.6...96....75,Rule Based Solver,2.5349ms,true
.........1..35.....2..7.84...1..6...6....82...481....7...4...2.....3.6...96....75,Constraint Programming Solver,14.1776ms,true
.........1..35.....2..7.84...1..6...6....82...481....7...4...2.....3.6...96....75,"Stochastic (T=10000, cooling=0.999)",2.9913512s,true
.........1.9.67...375....89..1.89.6...32.68...6.47.2..49....756...72.9.8.........,Brute Force Solver,453.0599ms,true
.........1.9.67...375....89..1.89.6...32.68...6.47.2..49....756...72.9.8.........,Rule Based Solver,2.6573ms,true
.........1.9.67...375....89..1.89.6...32.68...6.47.2..49....756...72.9.8.........,Constraint Programming Solver,25.9452ms,true
.........1.9.67...375....89..1.89.6...32.68...6.47.2..49....756...72.9.8.........,"Stochastic (T=10000, cooling=0.999)",4.5437252s,true
.........1.96.43..4..12....8...3.76..5.....3..92.5...8....49..3..73.54.6.........,Brute Force Solver,148.7307ms,true
.........1.96.43..4..12....8...3.76..5.....3..92.5...8....49..3..73.54.6.........,Rule Based Solver,2.5599ms,true
.........1.96.43..4..12....8...3.76..5.....3..92.5...8....49..3..73.54.6.........,Constraint Programming Solver,15.1025ms,true
.........1.96.43..4..12....8...3.76..5.....3..92.5...8....49..3..73.54.6.........,"Stochastic (T=10000, cooling=0.999)",4.1323818s,true
.........12.....3.....24.5..9....6.8.3.5.8...67....3..8...15....6.9...213...4....,Brute Force Solver,26.7482506s,true
.........12.....3.....24.5..9....6.8.3.5.8...67....3..8...15....6.9...213...4....,Rule Based Solver,4.6033ms,true
.........12.....3.....24.5..9....6.8.3.5.8...67....3..8...15....6.9...213...4....,Constraint Programming Solver,47.4793ms,true
.........12.....3.....24.5..9....6.8.3.5.8...67....3..8...15....6.9...213...4....,"Stochastic (T=10000, cooling=0.999)",4.8593707s,false
.........136......8.9.257....54.9...7..2.86.3...1.79....279.4.1......285.........,Brute Force Solver,144.9921ms,true
.........136......8.9.257....54.9...7..2.86.3...1.79....279.4.1......285.........,Rule Based Solver,2.6795ms,true
.........136......8.9.257....54.9...7..2.86.3...1.79....279.4.1......285.........,Constraint Programming Solver,14.01ms,true
.........136......8.9.257....54.9...7..2.86.3...1.79....279.4.1......285.........,"Stochastic (T=10000, cooling=0.999)",173.8µs,false
.........15.3...9...96.52.........2.....84..5.24.79.63..3..2.........5.4....5..8.,Brute Force Solver,153.3979ms,true
.........15.3...9...96.52.........2.....84..5.24.79.63..3..2.........5.4....5..8.,Rule Based Solver,4.4662ms,true
.........15.3...9...96.52.........2.....84..5.24.79.63..3..2.........5.4....5..8.,Constraint Programming Solver,14.9551ms,true
.........15.3...9...96.52.........2.....84..5.24.79.63..3..2.........5.4....5..8.,"Stochastic (T=10000, cooling=0.999)",182.5µs,false
.........1698...7...461........351..9.3...5.2..128........439...2...9417.........,Brute Force Solver,150.104ms,true
.........1698...7...461........351..9.3...5.2..128........439...2...9417.........,Rule Based Solver,2.67ms,true
.........1698...7...461........351..9.3...5.2..128........439...2...9417.........,Constraint Programming Solver,13.9026ms,true
.........1698...7...461........351..9.3...5.2..128........439...2...9417.........,"Stochastic (T=10000, cooling=0.999)",192.3µs,false
